상병코드,상병명
M88,뼈의 파젯병[변형성 골염](Paget's disease of bone [osteitis deformans])
M89,뼈의 기타 장애(Other disorders of bone)(540∼541쪽의 부위별 분류번호 참조)
M90*  ,달리 분류된 질환에서의 골병증(Osteopathies in diseases classified elsewhere) (540∼541쪽의 부위별 분류번호 참조)
M91,엉덩관절 및 골반의 청소년성 골연골증(Juvenile osteochondrosis of hip and pelvis)
M92,기타 청소년성 골연골증(Other juvenile osteochondrosis)
M93,기타 골연골병증(Other osteochondropathies)
M94,연골의 기타 장애(Other disorders of cartilage)(540∼541쪽의 부위별 분류번호 참조)
M95,근육골격계통 및 결합조직의 기타 후천성 변형(Other acquired deformities of musculoskeletal system and connective tissue)
M96,"달리 분류되지 않은 처치후 근육골격 장애(Postprocedural musculoskeletal disorders, NEC)"
M99,"달리 분류되지 않은 생물역학적 병터(Biomechanical lesions, NEC)"
N00,급성 신염 증후군(Acute nephritic syndrome)(582쪽의 세분류 참조)
N01,급속 진행성 신염 증후군(Rapidly progressive nephritic syndrome)
N02,재발성 및 지속성 혈뇨(Recurrent and persistent haematuria)(582쪽의 세분류 참조)
N03,만성 신염 증후군(Chronic nephritic syndrome)(582쪽의 세분류 참조)
N04,신 증후군(Nephrotic syndrome)(582쪽의 세분류 참조)
N05,상세불명의 신염 증후군(Unspecified nephritic syndrome)(582쪽의 세분류 참조)
N06,명시된 형태학적 병터를 동반한 고립성 단백뇨(Isolated proteinuria with specified morphological lesion)(582쪽의 세분류 참조)
N07,"달리 분류되지 않은 유전성 신장병증(Hereditary nephropathy, NEC)"
N08*  ,달리 분류된 질환에서의 사구체 장애(Glomerular disorders in diseases classified elsewhere)
N10,급성 세뇨관-사이질성 신염(Acute tubulo-interstitial nephritis)
N11,만성 세뇨관-사이질성 신염(Chronic tubulo-interstitial nephritis)
N12,"급성 또는 만성으로 명시되지 않은 세뇨관-사이질성 신염(Tubulo-interstitial nephritis, not specified as acute or chronic)"
N13,폐쇄성 및 역류성 요로병증(Obstructive and reflux uropathy)
N14,약물 및 중금속 유발성 세뇨관-사이질성 및 세뇨관 병태(Drug-and heavy-metal- induced tubulo-interstitial and tubular conditions)
N15,기타 세뇨관-사이질성 질환(Other renal tubulo-interstitial diseases)
N16*  ,달리 분류된 질환에서의 세뇨관-사이질성 장애(Renal tubulo-interstitial disorders in diseases classified elsewhere)
N17,급성 콩팥(신장)기능상실(Acute renal failure)
N18,만성 콩팥(신장)기능상실(Chronic renal failure)
N19,상세불명의 콩팥(신장)기능상실(Unspecified renal failure)
N20,콩팥(신장) 및 요관의 결석(Calculus of kidney and ureter)
N21,하부 요로의 결석(Calculus of lower urinary tract)
N22*  ,달리 분류된 질환에서의 요로의 결석(Calculus of urinary tract in diseases classified elsewhere)
N23,상세불명의 콩팥(신장) 산통(Unspecified renal colic)
N25,세뇨관 기능 손상으로 인한 장애(Disorders resulting from impaired renal tubular function)
N26,상세불명의 콩팥(신장) 위축(Unspecified contracted kidney)
N27,원인미상의 작은 콩팥(신장)(Small kidney of unknown cause)
N28,"달리 분류되지 않은 콩팥(신장) 및 요관의 기타 장애(Other disorders of kidney and ureter, NEC)"
N29*  ,달리 분류된 질환에서의 콩팥(신장) 및 요관의 기타 장애(Other disorders of kidney and ureter in diseases classified elsewhere)
N30,방광염(Cystitis)
N31,"달리 분류되지 않은 방광의 신경근육 기능 장애(Neuromuscular dysfunction of bladder, NEC)"
N32,방광의 기타 장애(Other disorders of bladder)
N33*  ,달리 분류된 질환에서의 방광 장애(Bladder disorders in diseases classified elsewhere)
N34,요도염 및 요도 증후군(Urethritis and urethral syndrome)
N35,요도 협착(Urethral stricture)
N36,요도의 기타 장애(Other disorders of urethra)
N37*  ,달리 분류된 질환에서의 요도 장애(Urethral disorders in diseases classified elsewhere)
N39,비뇨기계통의 기타 장애(Other disorders of urinary system)
N40,전립샘의 증식(Hyperplasia of prostate)
N41,전립샘의 염증성 질환(Inflammatory diseases of prostate)
N42,전립샘의 기타 장애(Other disorders of prostate)
N43,음낭수류 및 정액류(Hydrocele and spermatocele)
N44,고환의 염전(Torsion of testis)
N45,고환염 및 부고환염(Orchitis and epididymitis)
N46,남성 불임증(Male infertility)
N47,"과장포피, 포경 및 감돈포경(Redundant prepuce, phimosis and paraphimosis)"
N48,음경의 기타 장애(Other disorders of penis)
N49,"달리 분류되지 않은 남성 생식기관의 염증성 장애(Inflammatory disorders of male genital organs, NEC)"
N50,남성 생식기관의 기타 장애(Other disorders of male genital organs)
N51*  ,달리 분류된 질환에서의 남성 생식기관의 장애(Disorders of male genital organs in diseases classified elsewhere)
N60,양성 유방 형성이상(Benign mammary dysplasia)
N61,유방의 염증성 장애(Inflammatory disorders of breast)
N62,유방의 비대(Hypertrophy of breast)
N63,유방의 상세불명의 소괴(Unspecified lump in breast)
N64,유방의 기타 장애(Other disorders of breast)
N70,자궁관염 및 난소염(Salpingitis and oophoritis)
N71,"자궁목을 제외한 자궁의 염증성 질환(Inflammatory disease of uterus, except cervix)"
N72,자궁목의 염증성 질환(Inflammatory disease of cervix uteri)
N73,기타 여성 골반의 염증성 질환(Other female pelvic inflammatory diseases)
N74*  ,달리 분류된 질환에서의 여성 골반 염증성 장애(Female pelvic inflammatory disorders in diseases classified elsewhere)
N75,바르톨린샘의 질환(Diseases of Bartholin's gland)
N76,질 및 외음부의 기타 염증(Other inflammation of vagina and vulva)
N77*  ,달리 분류된 질환에서의 외음질의 궤양 및 염증(Vulvovaginal ulceration and  inflammation in diseases classified elsewhere)
N80,자궁내막증(Endometriosis)
N81,여성 생식기 탈출(Female genital prolapse)
N82,여성 생식기를 포함한 샛길(누공)(Fistulae involving female genital tract)
N83,"난소, 자궁관 및 넓은 인대의 비염증성 장애(Noninflammatory disorders of ovary, fallopian tube and broad ligament)"
N84,여성 생식기의 폴립(Polyp of female genital tract)
N85,"경부를 제외한 자궁의 기타 비염증성 장애(Other noninflammatory disorders of uterus, except cervix)"
N86,자궁목의 미란 및 외반증(Erosion and ectropion of cervix uteri)
N87,자궁목의 형성이상(Dysplasia of cervix uteri)
N88,자궁목의 기타 비염증성 장애(Other noninflammatory disorders of cervix uteri)
N89,질의 기타 비염증성 장애(Other noninflammatory disorders of vagina)
N90,외음부 및 회음부의 기타 비염증성 장애(Other noninflammatory disorders of vulva and perineum)
N91,"무월경, 소량 및 희발 월경(Absent, scanty and rare menstruation)"
N92,"과다, 빈발 및 불규칙 월경(Excessive, frequent and irregular menstruation)"
N93,기타 이상 자궁 및 질 출혈(Other abnormal uterine and vaginal bleeding)
N94,여성 생식기관 및 월경주기와 관련된 통증 및 기타 병태(Pain and other conditions associated with female genital organs and menstrual cycle)
N95,폐경기 및 기타 폐경기전후 장애(Menopausal and other perimenopausal disorders)
N96,습관성 유산자(Habitual aborter)
N97,여성 불임증(Female infertility)
N98,인공 수정과 관련된 합병증(Complications associated with artificial fertilization)
N99,"달리 분류되지 않은 비뇨생식기계통의 처치후 장애(Postprocedural disorders of genitourinary system, NEC)"
O00,자궁외 임신(Ectopic pregnancy)
O01,포상기태(Hydatidiform mole)
O02,기타 이상 임신부산물(Other abnormal products of conception)
O03,자연 유산(Spontaneous abortion)(위의 세분류 참조)
O04,의학적 유산(Medical abortion)(위의 세분류 참조)
O05,기타 유산(Other abortion)(위의 세분류 참조)
O06,상세불명의 유산(Unspecified abortion)(위의 세분류 참조)
O07,시도된 유산의 실패(Failed attempted abortion)
O08,"유산, 자궁외 임신 및 기태 임신에 따른 합병증(Complications following abortion and ectopic and molar pregnancy)"
O10,"임신, 출산 및 산후기에 합병된 선재성 고혈압(Pre-existing hypertension complicating pregnancy, childbirth and the puerperium)"
O11,부가된 단백뇨를 동반한 선재성 고혈압 장애(Pre-existing hypertensive disorder with superimposed proteinuria)
O12,고혈압을 동반하지 않은 임신성[임신 유도성] 부종 및 단백뇨(Gestational [pregnancy- induced] oedema and proteinuria without hypertension)
O13,의미있는 단백뇨를 동반하지 않은 임신성[임신 유도성] 고혈압(Gestational [pregnancy-induced] hypertension without significant proteinuria)
O14,의미있는 단백뇨를 동반한 임신성[임신 유도성] 고혈압(Gestational[pregnancy- induced] hypertension with significant proteinuria)
O15,자간증(Eclampsia)
O16,상세불명의 모성 고혈압(Unspecified maternal hypertension)
O20,초기 임신중 출혈(Haemorrhage in early pregnancy)
O21,임신중 과다 구토(Excessive vomiting in pregnancy)
O22,임신중 정맥 합병증(Venous complications in pregnancy)
O23,임신중 비뇨생식기의 감염(Infection of genitourinary tract in pregnancy)
O24,임신중 당뇨병(Diabetes mellitus in pregnancy)
O25,임신중 영양실조(Malnutrition in pregnancy)
O26,주로 임신과 관련된 기타 병태의 산모 관리(Maternal care for other conditions predominantly related to pregnancy)
O28,산모의 산전 선별검사의 이상 소견(Abnormal findings on antenatal screening of mother)
O29,임신중 마취의 합병증(Complications of anaesthesia during pregnancy)
O30,다태 임신(Multiple gestation)
O31,다태 임신에 특이한 합병증(Complications specific to multiple gestation)
O32,태아의 알려진 또는 의심되는 태위장애의 산모 관리(Maternal care for known or suspected malpresentation of fetus)
O33,알려진 또는 의심되는 불균형의 산모관리(Maternal care for known or suspected disproportion)
O34,골반 기관의 알려진 또는 의심되는 이상의 산모 관리(Maternal care for known or suspected abnormality of pelvic organs)
O35,알려진 또는 의심되는 태아 이상 및 손상의 산모 관리(Maternal care for known or suspected fetal abnormality and damage)
O36,기타 알려진 또는 의심되는 태아 문제의 산모관리(Maternal care for other known or suspected fetal problems)
O40,양수과다증(Polyhydramnios)
O41,양수 및 양막의 기타 장애(Other disorders of amniotic fluid and membranes)
O42,양막의 조기 파열(Premature rupture of membranes)
O43,태반 장애(Placental disorders)
O44,전치 태반(Placenta praevia)
O45,태반의 조기 분리[태반 조기 박리](Premature separation of placenta [abruptio placentae])
O46,"달리 분류되지 않은 분만전 출혈(Antepartum haemorrhage, NEC)"
O47,가진통(False labour)
O48,지연 임신(Prolonged pregnancy)
O60,조기 분만(Preterm delivery)
O61,유도분만의 실패(Failed induction of labour)
O62,분만력의 이상(Abnormalities of forces of labour)
O63,지연 산통(Long labour)
O64,태아의 위치이상으로 인한 난산(Obstructed labour due to malposition and malpresentation of fetus)
O65,모성 골반 이상으로 인한 난산(Obstructed labour due to maternal pelvic abnormality)
O66,기타 난산(Other obstructed labour)
O67,"달리 분류되지 않은 분만중 출혈이 합병된 진통 및 분만(Labour and delivery complicated by intrapartum haemorrhage, NEC)"
O68,태아 스트레스[곤란]가 합병된 진통 및 분만(Labour and delivery complicated by fetal stress [distress])
O69,탯줄 합병증이 합병된 진통 및 분만(Labour and delivery complicated by umbilical cord complications)
O70,분만중 회음부 열상(Perineal laceration during delivery)
O71,기타 산과적 외상(Other obstetric trauma)
O72,분만후 출혈(Postpartum haemorrhage)
O73,"출혈이 없는 잔류 태반 및 양막(Retained placenta and membranes, without haemorrhage)"
O74,진통 및 분만중 마취제 합병증(Complications of anaesthesia during labour and delivery)
O75,"달리 분류되지 않은 진통 및 분만의 기타 합병증(Other complications of labour and delivery, NEC)"
O80,단일 자연 분만(Single spontaneous delivery)
O81,집게(겸자) 및 진공 흡착기에 의한 단일 분만(Single delivery by forceps and vacuum extractor)
O82,제왕절개에 의한 단일 분만(Single delivery by caesarean section)
O83,기타 보조 단일 분만(Other assisted single delivery)
O84,다태 분만(Multiple delivery)
O85,산후기 패혈증(Puerperal sepsis)
O86,기타 산후기 감염(Other puerperal infections)
O87,산후기중 정맥성 합병증(Venous complications in the puerperium)
O88,산과적 색전증(Obstetric embolism)
O89,산후기중 마취제의 합병증(Complications of anaesthesia during the puerperium)
O90,"달리 분류되지 않은 산후기의 합병증(Complications of the puerperium, NEC)"
O91,출산과 관련된 유방의 감염(Infections of breast associated with childbirth)
O92,출산과 관련된 유방 및 수유의 기타 장애(Other disorders of breast and lactation associated with childbirth)
O95,상세불명의 원인에 의한 산과적 사망(Obstetric death of unspecified cause)
O96,분만후 42일 이상 1년 이내에 일어난 모든 산과적 원인에 의한 사망(Death from any obstetric cause occurring more than 42 days but less than one year after delivery)
